prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Edward Scissorhands (1990)
2. Thin Red Line, The (1998)
3. Crying Game, The (1992)
4. Half Baked (1998)
5. Dogma (1999)
6. Big Lebowski, The (1998)
7. Sense and Sensibility (1995)
8. Time to Kill, A (1996)
9. Flight of the Navigator (1986)
10. Beauty and the Beast (1991)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Edward Scissorhands (1990)
2. Thin Red Line, The (1998)
3. Crying Game, The (1992)
4. Half Baked (1998)
5. Dogma (1999)
6. Big Lebowski, The (1998)
7. Sense and Sensibility (1995)
8. Time to Kill, A (1996)
9. Flight of the Navigator (1986)
10. Beauty and the Beast (1991)",F,25-34,sales/marketing,508,Philadelphia (1993)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: artist

Watch history:
1. Back to the Future Part III (1990)
2. Honey, I Shrunk the Kids (1989)
3. Suicide Kings (1997)
4. Messenger: The Story of Joan of Arc, The (1999)
5. Ghostbusters II (1989)
6. GoldenEye (1995)
7. Arachnophobia (1990)
8. Michael (1996)
9. Home Alone (1990)
10. Attack of the Killer Tomatoes! (1980)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Back to the Future Part III (1990)
2. Honey, I Shrunk the Kids (1989)
3. Suicide Kings (1997)
4. Messenger: The Story of Joan of Arc, The (1999)
5. Ghostbusters II (1989)
6. GoldenEye (1995)
7. Arachnophobia (1990)
8. Michael (1996)
9. Home Alone (1990)
10. Attack of the Killer Tomatoes! (1980)",M,18-24,artist,539,Sleepless in Seattle (1993)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: sales/marketing

Watch history:
1. Saturn 3 (1979)
2. Judge Dredd (1995)
3. Battle for the Planet of the Apes (1973)
4. Lost in Space (1998)
5. Arrival, The (1996)
6. Lifeforce (1985)
7. Superman III (1983)
8. Swamp Thing (1982)
9. Puppet Master II (1990)
10. Hellraiser: Bloodline (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Saturn 3 (1979)
2. Judge Dredd (1995)
3. Battle for the Planet of the Apes (1973)
4. Lost in Space (1998)
5. Arrival, The (1996)
6. Lifeforce (1985)
7. Superman III (1983)
8. Swamp Thing (1982)
9. Puppet Master II (1990)
10. Hellraiser: Bloodline (1996)",M,35-44,sales/marketing,3156,Bicentennial Man (1999)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Getaway, The (1994)
2. Sabrina (1995)
3. Pelican Brief, The (1993)
4. Thirteenth Floor, The (1999)
5. Piano, The (1993)
6. Croupier (1998)
7. Gladiator (2000)
8. Joe the King (1999)
9. Airplane! (1980)
10. Raiders of the Lost Ark (1981)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Getaway, The (1994)
2. Sabrina (1995)
3. Pelican Brief, The (1993)
4. Thirteenth Floor, The (1999)
5. Piano, The (1993)
6. Croupier (1998)
7. Gladiator (2000)
8. Joe the King (1999)
9. Airplane! (1980)
10. Raiders of the Lost Ark (1981)",M,25-34,other,1394,Raising Arizona (1987)
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: college/grad student

Watch history:
1. Philadelphia Story, The (1940)
2. Tombstone (1993)
3. Reservoir Dogs (1992)
4. Sting, The (1973)
5. 8 Seconds (1994)
6. Sling Blade (1996)
7. Of Mice and Men (1992)
8. Alien (1979)
9. Awakenings (1990)
10. Lethal Weapon (1987)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Philadelphia Story, The (1940)
2. Tombstone (1993)
3. Reservoir Dogs (1992)
4. Sting, The (1973)
5. 8 Seconds (1994)
6. Sling Blade (1996)
7. Of Mice and Men (1992)
8. Alien (1979)
9. Awakenings (1990)
10. Lethal Weapon (1987)",F,18-24,college/grad student,588,Aladdin (1992)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: other

Watch history:
1. Who Framed Roger Rabbit? (1988)
2. Dark City (1998)
3. Angel Heart (1987)
4. Hoodlum (1997)
5. Devil in a Blue Dress (1995)
6. Palmetto (1998)
7. Suture (1993)
8. Mulholland Falls (1996)
9. Young Frankenstein (1974)
10. Evil Dead II (Dead By Dawn) (1987)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Who Framed Roger Rabbit? (1988)
2. Dark City (1998)
3. Angel Heart (1987)
4. Hoodlum (1997)
5. Devil in a Blue Dress (1995)
6. Palmetto (1998)
7. Suture (1993)
8. Mulholland Falls (1996)
9. Young Frankenstein (1974)
10. Evil Dead II (Dead By Dawn) (1987)",M,18-24,other,1219,Psycho (1960)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: sales/marketing

Watch history:
1. Dick Tracy (1990)
2. Hot Shots! Part Deux (1993)
3. Teenage Mutant Ninja Turtles (1990)
4. Bodyguard, The (1992)
5. Saint, The (1997)
6. Rising Sun (1993)
7. Eraser (1996)
8. Beverly Hills Ninja (1997)
9. Next Karate Kid, The (1994)
10. Aces: Iron Eagle III (1992)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Dick Tracy (1990)
2. Hot Shots! Part Deux (1993)
3. Teenage Mutant Ninja Turtles (1990)
4. Bodyguard, The (1992)
5. Saint, The (1997)
6. Rising Sun (1993)
7. Eraser (1996)
8. Beverly Hills Ninja (1997)
9. Next Karate Kid, The (1994)
10. Aces: Iron Eagle III (1992)",M,18-24,sales/marketing,71,Fair Game (1995)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: technician/engineer

Watch history:
1. Die Hard (1988)
2. Godfather: Part II, The (1974)
3. Saving Private Ryan (1998)
4. King Kong (1933)
5. Hidden, The (1987)
6. Get Shorty (1995)
7. Fugitive, The (1993)
8. Ben-Hur (1959)
9. Excalibur (1981)
10. Glory (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Die Hard (1988)
2. Godfather: Part II, The (1974)
3. Saving Private Ryan (1998)
4. King Kong (1933)
5. Hidden, The (1987)
6. Get Shorty (1995)
7. Fugitive, The (1993)
8. Ben-Hur (1959)
9. Excalibur (1981)
10. Glory (1989)",F,35-44,technician/engineer,3418,Thelma & Louise (1991)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: artist

Watch history:
1. 400 Blows, The (Les Quatre cents coups) (1959)
2. Secrets & Lies (1996)
3. Pulp Fiction (1994)
4. Almost Famous (2000)
5. Raging Bull (1980)
6. Gone with the Wind (1939)
7. Boat, The (Das Boot) (1981)
8. American Pie (1999)
9. Austin Powers: The Spy Who Shagged Me (1999)
10. Blair Witch Project, The (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. 400 Blows, The (Les Quatre cents coups) (1959)
2. Secrets & Lies (1996)
3. Pulp Fiction (1994)
4. Almost Famous (2000)
5. Raging Bull (1980)
6. Gone with the Wind (1939)
7. Boat, The (Das Boot) (1981)
8. American Pie (1999)
9. Austin Powers: The Spy Who Shagged Me (1999)
10. Blair Witch Project, The (1999)",M,35-44,artist,2908,Boys Don't Cry (1999)
"User profile (audit only):
- gender: M
- age: 56+
- occupation: retired

Watch history:
1. Devil in a Blue Dress (1995)
2. Crow, The (1994)
3. Girl, Interrupted (1999)
4. Eyes Wide Shut (1999)
5. Back to the Future Part III (1990)
6. Double Jeopardy (1999)
7. Stir of Echoes (1999)
8. Mission: Impossible (1996)
9. Prince of Egypt, The (1998)
10. Net, The (1995)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Devil in a Blue Dress (1995)
2. Crow, The (1994)
3. Girl, Interrupted (1999)
4. Eyes Wide Shut (1999)
5. Back to the Future Part III (1990)
6. Double Jeopardy (1999)
7. Stir of Echoes (1999)
8. Mission: Impossible (1996)
9. Prince of Egypt, The (1998)
10. Net, The (1995)",M,56+,retired,95,Broken Arrow (1996)
"User profile (audit only):
- gender: F
- age: 45-49
- occupation: other

Watch history:
1. Annie Hall (1977)
2. Vertigo (1958)
3. All About Eve (1950)
4. His Girl Friday (1940)
5. Strangers on a Train (1951)
6. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
7. Taxi Driver (1976)
8. It Happened One Night (1934)
9. Bicycle Thief, The (Ladri di biciclette) (1948)
10. Hustler, The (1961)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Annie Hall (1977)
2. Vertigo (1958)
3. All About Eve (1950)
4. His Girl Friday (1940)
5. Strangers on a Train (1951)
6. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
7. Taxi Driver (1976)
8. It Happened One Night (1934)
9. Bicycle Thief, The (Ladri di biciclette) (1948)
10. Hustler, The (1961)",F,45-49,other,1254,"Treasure of the Sierra Madre, The (1948)"
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: self-employed

Watch history:
1. Rosemary's Baby (1968)
2. Easy Rider (1969)
3. Man for All Seasons, A (1966)
4. From Russia with Love (1963)
5. Sound of Music, The (1965)
6. Goldfinger (1964)
7. Taming of the Shrew, The (1967)
8. 101 Dalmatians (1961)
9. Romeo and Juliet (1968)
10. Tom Jones (1963)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Rosemary's Baby (1968)
2. Easy Rider (1969)
3. Man for All Seasons, A (1966)
4. From Russia with Love (1963)
5. Sound of Music, The (1965)
6. Goldfinger (1964)
7. Taming of the Shrew, The (1967)
8. 101 Dalmatians (1961)
9. Romeo and Juliet (1968)
10. Tom Jones (1963)",M,50-55,self-employed,674,Barbarella (1968)
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: academic/educator

Watch history:
1. Being John Malkovich (1999)
2. Mystery Science Theater 3000: The Movie (1996)
3. Full Monty, The (1997)
4. Bulworth (1998)
5. South Park: Bigger, Longer and Uncut (1999)
6. As Good As It Gets (1997)
7. Soapdish (1991)
8. Emma (1996)
9. Dogma (1999)
10. Adventures of Priscilla, Queen of the Desert, The (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Being John Malkovich (1999)
2. Mystery Science Theater 3000: The Movie (1996)
3. Full Monty, The (1997)
4. Bulworth (1998)
5. South Park: Bigger, Longer and Uncut (1999)
6. As Good As It Gets (1997)
7. Soapdish (1991)
8. Emma (1996)
9. Dogma (1999)
10. Adventures of Priscilla, Queen of the Desert, The (1994)",M,50-55,academic/educator,45,To Die For (1995)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Nineteen Eighty-Four (1984)
2. Last Temptation of Christ, The (1988)
3. Cook the Thief His Wife & Her Lover, The (1989)
4. Draughtsman's Contract, The (1982)
5. Steel Magnolias (1989)
6. Some Kind of Wonderful (1987)
7. Agnes of God (1985)
8. Razor's Edge, The (1984)
9. Footloose (1984)
10. Flashdance (1983)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Nineteen Eighty-Four (1984)
2. Last Temptation of Christ, The (1988)
3. Cook the Thief His Wife & Her Lover, The (1989)
4. Draughtsman's Contract, The (1982)
5. Steel Magnolias (1989)
6. Some Kind of Wonderful (1987)
7. Agnes of God (1985)
8. Razor's Edge, The (1984)
9. Footloose (1984)
10. Flashdance (1983)",M,25-34,other,2146,St. Elmo's Fire (1985)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: technician/engineer

Watch history:
1. Full Metal Jacket (1987)
2. E.T. the Extra-Terrestrial (1982)
3. Boogie Nights (1997)
4. Titanic (1997)
5. Terminator 2: Judgment Day (1991)
6. North by Northwest (1959)
7. American Beauty (1999)
8. Braveheart (1995)
9. Return to Me (2000)
10. Sound of Music, The (1965)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Full Metal Jacket (1987)
2. E.T. the Extra-Terrestrial (1982)
3. Boogie Nights (1997)
4. Titanic (1997)
5. Terminator 2: Judgment Day (1991)
6. North by Northwest (1959)
7. American Beauty (1999)
8. Braveheart (1995)
9. Return to Me (2000)
10. Sound of Music, The (1965)",M,35-44,technician/engineer,2791,Airplane! (1980)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: unemployed

Watch history:
1. Rosencrantz and Guildenstern Are Dead (1990)
2. Boat, The (Das Boot) (1981)
3. Shawshank Redemption, The (1994)
4. Player, The (1992)
5. Kicking and Screaming (1995)
6. Limey, The (1999)
7. Reservoir Dogs (1992)
8. Saving Private Ryan (1998)
9. Twelve Monkeys (1995)
10. Hoop Dreams (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Rosencrantz and Guildenstern Are Dead (1990)
2. Boat, The (Das Boot) (1981)
3. Shawshank Redemption, The (1994)
4. Player, The (1992)
5. Kicking and Screaming (1995)
6. Limey, The (1999)
7. Reservoir Dogs (1992)
8. Saving Private Ryan (1998)
9. Twelve Monkeys (1995)
10. Hoop Dreams (1994)",M,25-34,unemployed,1190,Tie Me Up! Tie Me Down! (1990)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: self-employed

Watch history:
1. Big (1988)
2. Fast Times at Ridgemont High (1982)
3. Parenthood (1989)
4. Naked Gun: From the Files of Police Squad!, The (1988)
5. Risky Business (1983)
6. Ruthless People (1986)
7. Splash (1984)
8. Stripes (1981)
9. Sixteen Candles (1984)
10. Little Mermaid, The (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Big (1988)
2. Fast Times at Ridgemont High (1982)
3. Parenthood (1989)
4. Naked Gun: From the Files of Police Squad!, The (1988)
5. Risky Business (1983)
6. Ruthless People (1986)
7. Splash (1984)
8. Stripes (1981)
9. Sixteen Candles (1984)
10. Little Mermaid, The (1989)",M,35-44,self-employed,3448,"Good Morning, Vietnam (1987)"
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: college/grad student

Watch history:
1. Fight Club (1999)
2. Groundhog Day (1993)
3. Twelve Monkeys (1995)
4. Rushmore (1998)
5. Leaving Las Vegas (1995)
6. Lock, Stock & Two Smoking Barrels (1998)
7. Ed Wood (1994)
8. Searching for Bobby Fischer (1993)
9. Dead Man Walking (1995)
10. Quiz Show (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Fight Club (1999)
2. Groundhog Day (1993)
3. Twelve Monkeys (1995)
4. Rushmore (1998)
5. Leaving Las Vegas (1995)
6. Lock, Stock & Two Smoking Barrels (1998)
7. Ed Wood (1994)
8. Searching for Bobby Fischer (1993)
9. Dead Man Walking (1995)
10. Quiz Show (1994)",M,18-24,college/grad student,150,Apollo 13 (1995)
"User profile (audit only):
- gender: F
- age: 56+
- occupation: retired

Watch history:
1. Toy Story 2 (1999)
2. Toy Story (1995)
3. Mulan (1998)
4. Bug's Life, A (1998)
5. Aladdin and the King of Thieves (1996)
6. Pinocchio (1940)
7. Jungle Book, The (1967)
8. Lady and the Tramp (1955)
9. Sleeping Beauty (1959)
10. Gulliver's Travels (1939)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Toy Story 2 (1999)
2. Toy Story (1995)
3. Mulan (1998)
4. Bug's Life, A (1998)
5. Aladdin and the King of Thieves (1996)
6. Pinocchio (1940)
7. Jungle Book, The (1967)
8. Lady and the Tramp (1955)
9. Sleeping Beauty (1959)
10. Gulliver's Travels (1939)",F,56+,retired,1022,Cinderella (1950)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. For Whom the Bell Tolls (1943)
2. Last of the Mohicans, The (1992)
3. American President, The (1995)
4. Total Recall (1990)
5. Ferris Bueller's Day Off (1986)
6. Paper Chase, The (1973)
7. Reservoir Dogs (1992)
8. Sex, Lies, and Videotape (1989)
9. Aliens (1986)
10. In the Line of Fire (1993)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. For Whom the Bell Tolls (1943)
2. Last of the Mohicans, The (1992)
3. American President, The (1995)
4. Total Recall (1990)
5. Ferris Bueller's Day Off (1986)
6. Paper Chase, The (1973)
7. Reservoir Dogs (1992)
8. Sex, Lies, and Videotape (1989)
9. Aliens (1986)
10. In the Line of Fire (1993)",M,25-34,executive/managerial,1393,Jerry Maguire (1996)
"User profile (audit only):
- gender: F
- age: 50-55
- occupation: other

Watch history:
1. Ulee's Gold (1997)
2. Ciao, Professore! (Io speriamo che me la cavo ) (1993)
3. Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
4. Carlito's Way (1993)
5. Civil Action, A (1998)
6. Madness of King George, The (1994)
7. Howards End (1992)
8. Six Degrees of Separation (1993)
9. Shadowlands (1993)
10. My Favorite Season (1993)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Ulee's Gold (1997)
2. Ciao, Professore! (Io speriamo che me la cavo ) (1993)
3. Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
4. Carlito's Way (1993)
5. Civil Action, A (1998)
6. Madness of King George, The (1994)
7. Howards End (1992)
8. Six Degrees of Separation (1993)
9. Shadowlands (1993)
10. My Favorite Season (1993)",F,50-55,other,3148,"Cider House Rules, The (1999)"
"User profile (audit only):
- gender: F
- age: 45-49
- occupation: academic/educator

Watch history:
1. Fandango (1985)
2. Family Plot (1976)
3. Fan, The (1996)
4. Far and Away (1992)
5. Fast Times at Ridgemont High (1982)
6. Fargo (1996)
7. Fatal Attraction (1987)
8. Fifth Element, The (1997)
9. Few Good Men, A (1992)
10. Ferris Bueller's Day Off (1986)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Fandango (1985)
2. Family Plot (1976)
3. Fan, The (1996)
4. Far and Away (1992)
5. Fast Times at Ridgemont High (1982)
6. Fargo (1996)
7. Fatal Attraction (1987)
8. Fifth Element, The (1997)
9. Few Good Men, A (1992)
10. Ferris Bueller's Day Off (1986)",F,45-49,academic/educator,3708,Firestarter (1984)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: programmer

Watch history:
1. Pee-wee's Big Adventure (1985)
2. Animal House (1978)
3. Lock, Stock & Two Smoking Barrels (1998)
4. Babe (1995)
5. Nightmare Before Christmas, The (1993)
6. As Good As It Gets (1997)
7. Stand by Me (1986)
8. Vacation (1983)
9. Toy Story (1995)
10. Ferris Bueller's Day Off (1986)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Pee-wee's Big Adventure (1985)
2. Animal House (1978)
3. Lock, Stock & Two Smoking Barrels (1998)
4. Babe (1995)
5. Nightmare Before Christmas, The (1993)
6. As Good As It Gets (1997)
7. Stand by Me (1986)
8. Vacation (1983)
9. Toy Story (1995)
10. Ferris Bueller's Day Off (1986)",M,25-34,programmer,2791,Airplane! (1980)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: technician/engineer

Watch history:
1. Twister (1996)
2. Armageddon (1998)
3. Rush Hour (1998)
4. Die Hard: With a Vengeance (1995)
5. Timecop (1994)
6. Mission: Impossible (1996)
7. U.S. Marshalls (1998)
8. Eraser (1996)
9. Batman Returns (1992)
10. Conspiracy Theory (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Twister (1996)
2. Armageddon (1998)
3. Rush Hour (1998)
4. Die Hard: With a Vengeance (1995)
5. Timecop (1994)
6. Mission: Impossible (1996)
7. U.S. Marshalls (1998)
8. Eraser (1996)
9. Batman Returns (1992)
10. Conspiracy Theory (1997)",M,35-44,technician/engineer,2126,Snake Eyes (1998)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: clerical/admin

Watch history:
1. Arrival, The (1996)
2. Sixth Sense, The (1999)
3. Falling Down (1993)
4. Basic Instinct (1992)
5. Interview with the Vampire (1994)
6. Crying Game, The (1992)
7. Gladiator (2000)
8. My Cousin Vinny (1992)
9. Blue Velvet (1986)
10. Shattered Image (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Arrival, The (1996)
2. Sixth Sense, The (1999)
3. Falling Down (1993)
4. Basic Instinct (1992)
5. Interview with the Vampire (1994)
6. Crying Game, The (1992)
7. Gladiator (2000)
8. My Cousin Vinny (1992)
9. Blue Velvet (1986)
10. Shattered Image (1998)",M,35-44,clerical/admin,589,Terminator 2: Judgment Day (1991)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: other

Watch history:
1. Evening Star, The (1996)
2. Cure, The (1995)
3. Sweet Hereafter, The (1997)
4. Wizard of Oz, The (1939)
5. Alive (1993)
6. Do the Right Thing (1989)
7. Streetcar Named Desire, A (1951)
8. Fargo (1996)
9. To Kill a Mockingbird (1962)
10. Graduate, The (1967)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Evening Star, The (1996)
2. Cure, The (1995)
3. Sweet Hereafter, The (1997)
4. Wizard of Oz, The (1939)
5. Alive (1993)
6. Do the Right Thing (1989)
7. Streetcar Named Desire, A (1951)
8. Fargo (1996)
9. To Kill a Mockingbird (1962)
10. Graduate, The (1967)",F,25-34,other,2357,Central Station (Central do Brasil) (1998)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: homemaker

Watch history:
1. Jerry Maguire (1996)
2. Untouchables, The (1987)
3. Crumb (1994)
4. Reservoir Dogs (1992)
5. Bull Durham (1988)
6. Mighty Aphrodite (1995)
7. Groundhog Day (1993)
8. Ice Storm, The (1997)
9. Ghostbusters (1984)
10. Fight Club (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Jerry Maguire (1996)
2. Untouchables, The (1987)
3. Crumb (1994)
4. Reservoir Dogs (1992)
5. Bull Durham (1988)
6. Mighty Aphrodite (1995)
7. Groundhog Day (1993)
8. Ice Storm, The (1997)
9. Ghostbusters (1984)
10. Fight Club (1999)",F,25-34,homemaker,1674,Witness (1985)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. City of Angels (1998)
2. Angels in the Outfield (1994)
3. We're No Angels (1989)
4. Fan, The (1996)
5. Lawn Dogs (1997)
6. Keeping the Faith (2000)
7. When We Were Kings (1996)
8. Stuart Little (1999)
9. Chicken Run (2000)
10. Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. City of Angels (1998)
2. Angels in the Outfield (1994)
3. We're No Angels (1989)
4. Fan, The (1996)
5. Lawn Dogs (1997)
6. Keeping the Faith (2000)
7. When We Were Kings (1996)
8. Stuart Little (1999)
9. Chicken Run (2000)
10. Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",M,25-34,other,1910,I Went Down (1997)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: college/grad student

Watch history:
1. Brazil (1985)
2. Ghostbusters (1984)
3. Secret of NIMH, The (1982)
4. Big (1988)
5. Field of Dreams (1989)
6. Time Bandits (1981)
7. Name of the Rose, The (1986)
8. Naked Gun: From the Files of Police Squad!, The (1988)
9. Who Framed Roger Rabbit? (1988)
10. Muppets Take Manhattan, The (1984)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Brazil (1985)
2. Ghostbusters (1984)
3. Secret of NIMH, The (1982)
4. Big (1988)
5. Field of Dreams (1989)
6. Time Bandits (1981)
7. Name of the Rose, The (1986)
8. Naked Gun: From the Files of Police Squad!, The (1988)
9. Who Framed Roger Rabbit? (1988)
10. Muppets Take Manhattan, The (1984)",M,18-24,college/grad student,3211,"Cry in the Dark, A (1988)"
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Wrong Trousers, The (1993)
2. Toy Story 2 (1999)
3. Shall We Dance? (Shall We Dansu?) (1996)
4. Shakespeare in Love (1998)
5. French Twist (Gazon maudit) (1995)
6. Toy Story (1995)
7. Groundhog Day (1993)
8. Strictly Ballroom (1992)
9. Fisher King, The (1991)
10. Life Is Beautiful (La Vita è bella) (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Wrong Trousers, The (1993)
2. Toy Story 2 (1999)
3. Shall We Dance? (Shall We Dansu?) (1996)
4. Shakespeare in Love (1998)
5. French Twist (Gazon maudit) (1995)
6. Toy Story (1995)
7. Groundhog Day (1993)
8. Strictly Ballroom (1992)
9. Fisher King, The (1991)
10. Life Is Beautiful (La Vita è bella) (1997)",F,25-34,technician/engineer,2700,"South Park: Bigger, Longer and Uncut (1999)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Vertigo (1958)
2. Killer, The (Die xue shuang xiong) (1989)
3. Strangers on a Train (1951)
4. Professional, The (a.k.a. Leon: The Professional) (1994)
5. Fugitive, The (1993)
6. Alien (1979)
7. Terminator, The (1984)
8. Reservoir Dogs (1992)
9. Die Hard (1988)
10. Nikita (La Femme Nikita) (1990)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Vertigo (1958)
2. Killer, The (Die xue shuang xiong) (1989)
3. Strangers on a Train (1951)
4. Professional, The (a.k.a. Leon: The Professional) (1994)
5. Fugitive, The (1993)
6. Alien (1979)
7. Terminator, The (1984)
8. Reservoir Dogs (1992)
9. Die Hard (1988)
10. Nikita (La Femme Nikita) (1990)",M,25-34,other,2571,"Matrix, The (1999)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: tradesman/craftsman

Watch history:
1. Heavenly Creatures (1994)
2. Flight of the Navigator (1986)
3. Malice (1993)
4. Stargate (1994)
5. Mummy, The (1999)
6. Sleepless in Seattle (1993)
7. Face/Off (1997)
8. Practical Magic (1998)
9. Story of Us, The (1999)
10. Sirens (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Heavenly Creatures (1994)
2. Flight of the Navigator (1986)
3. Malice (1993)
4. Stargate (1994)
5. Mummy, The (1999)
6. Sleepless in Seattle (1993)
7. Face/Off (1997)
8. Practical Magic (1998)
9. Story of Us, The (1999)
10. Sirens (1994)",M,35-44,tradesman/craftsman,4,Waiting to Exhale (1995)
