prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: artist

Watch history:
1. The Lord of the Rings: The Return of the King
2. The Lord Of The Rings: The Return Of The King
3. Lord of the Rings Return of the King 2 Disc Extended DVD
4. Paycheck
5. A Civil Action
6. Nadie Conoce a Nadie
7. Miracle VHS
8. Mystic River
9. Monster
10. Swimming Pool

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Lord of the Rings: The Return of the King
2. The Lord Of The Rings: The Return Of The King
3. Lord of the Rings Return of the King 2 Disc Extended DVD
4. Paycheck
5. A Civil Action
6. Nadie Conoce a Nadie
7. Miracle VHS
8. Mystic River
9. Monster
10. Swimming Pool",F,18-24,artist,B00029LO5O,Jersey Girl VHS
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: tradesman/craftsman

Watch history:
1. Tna: Bound for Glory 2011
2. WWE: Greatest Superstars of the 21st Century
3. WWE: TLC - Tables, Ladders &amp; Chairs 2011
4. WWE: Divas - South of the Border
5. WWE: The Best of SmackDown - 10th Anniversary, 1999-2009
6. Viva Las Divas of the WWE
7. WWE: Divas Do New York
8. Randy Orton: The Evolution of a Predator
9. Power Rangers Samurai: Monster Bash
10. Mighty Morphin Power Rangers: The Complete Series

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Tna: Bound for Glory 2011
2. WWE: Greatest Superstars of the 21st Century
3. WWE: TLC - Tables, Ladders &amp; Chairs 2011
4. WWE: Divas - South of the Border
5. WWE: The Best of SmackDown - 10th Anniversary, 1999-2009
6. Viva Las Divas of the WWE
7. WWE: Divas Do New York
8. Randy Orton: The Evolution of a Predator
9. Power Rangers Samurai: Monster Bash
10. Mighty Morphin Power Rangers: The Complete Series",M,25-34,tradesman/craftsman,B008HUSFG6,"VR Troopers: Season 1, Vol.1"
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: artist

Watch history:
1. Defiance [Blu-ray]
2. Escape From Sobibor VHS
3. Sailor of the King
4. WWII in HD
5. Flyboys
6. Flyboys Full Screen
7. Vietnam - A Television History VHS
8. War of the Century - When Hitler Fought Stalin
9. Iwo Jima: 36 Days of Hell
10. Gallipoli

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Defiance [Blu-ray]
2. Escape From Sobibor VHS
3. Sailor of the King
4. WWII in HD
5. Flyboys
6. Flyboys Full Screen
7. Vietnam - A Television History VHS
8. War of the Century - When Hitler Fought Stalin
9. Iwo Jima: 36 Days of Hell
10. Gallipoli",M,45-54,artist,B00097DY66,"Nazis: A Warning from History, The"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: homemaker

Watch history:
1. Oz the Great &amp; Powerful anglais
2. HOTEL TRANSYLVANIA(WS) HOTEL TRANSYLVANIA(WS)
3. Gravity 2013  Region Free
4. The Hunger Games: Catching Fire 2013
5. Escape Plan
6. Thor: The Dark World (Blu-ray)
7. Divergent
8. Alice Through the Looking Glass
9. What Ever Happened to Baby Jane? VHS
10. Harry Potter - Complete 8-Film Collection

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Oz the Great &amp; Powerful anglais
2. HOTEL TRANSYLVANIA(WS) HOTEL TRANSYLVANIA(WS)
3. Gravity 2013  Region Free
4. The Hunger Games: Catching Fire 2013
5. Escape Plan
6. Thor: The Dark World (Blu-ray)
7. Divergent
8. Alice Through the Looking Glass
9. What Ever Happened to Baby Jane? VHS
10. Harry Potter - Complete 8-Film Collection",M,25-34,homemaker,B005QI4U0W,Harry Potter Collezione Completa (8 Blu-Ray)
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: unemployed

Watch history:
1. The Queen
2. Notes on a Scandal
3. Bridget Jones's Diary
4. Under the Tuscan Sun VHS
5. Undertaking Betty
6. A Single Man [Blu-ray]
7. The Blind Side L'Eveil d'un champion
8. Behind the Candelabra
9. Blue Jasmine
10. The Theory Of Everything 2015

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Queen
2. Notes on a Scandal
3. Bridget Jones's Diary
4. Under the Tuscan Sun VHS
5. Undertaking Betty
6. A Single Man [Blu-ray]
7. The Blind Side L'Eveil d'un champion
8. Behind the Candelabra
9. Blue Jasmine
10. The Theory Of Everything 2015",F,45-54,unemployed,6305447233,Hilary &amp; Jackie
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: technician/engineer

Watch history:
1. Crazy Heart
2. Cyndi Lauper: Live in Paris [Import]
3. Cyndi Lauper In Paris VHS
4. It Happened One Night
5. To Memphis With Love
6. Rudolph the Red-Nosed Reindeer &amp; the Island of Misfit Toys
7. Lady &amp; the Tramp
8. Melancholia
9. Melancholia
10. Anna Karenina VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Crazy Heart
2. Cyndi Lauper: Live in Paris [Import]
3. Cyndi Lauper In Paris VHS
4. It Happened One Night
5. To Memphis With Love
6. Rudolph the Red-Nosed Reindeer &amp; the Island of Misfit Toys
7. Lady &amp; the Tramp
8. Melancholia
9. Melancholia
10. Anna Karenina VHS",M,45-54,technician/engineer,6300183505,Janis: The Way She Was VHS
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: executive/managerial

Watch history:
1. Charmed: The Final Season
2. Ron Howard Signature Collection: (Edtv / Apollo 13 / Backdraft)
3. 4 Film Favorites: Kids Sports (Hometown Legend, Little Big League, Little Giants, Surf Ninjas)
4. The Angry Beavers: The Complete Series
5. Rocket Power: The Complete First Season
6. A Brady Bunch of Movies: (The Brady Bunch Movie / A Very Brady Sequel / Brady Bunch In The White House / Growing Up Brady)
7. The Return of Jafar VHS
8. Airborne VHS
9. The Air Up There VHS
10. Mad Max VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Charmed: The Final Season
2. Ron Howard Signature Collection: (Edtv / Apollo 13 / Backdraft)
3. 4 Film Favorites: Kids Sports (Hometown Legend, Little Big League, Little Giants, Surf Ninjas)
4. The Angry Beavers: The Complete Series
5. Rocket Power: The Complete First Season
6. A Brady Bunch of Movies: (The Brady Bunch Movie / A Very Brady Sequel / Brady Bunch In The White House / Growing Up Brady)
7. The Return of Jafar VHS
8. Airborne VHS
9. The Air Up There VHS
10. Mad Max VHS",M,55-64,executive/managerial,6304232764,Operation Dumbo Drop VHS
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: unemployed

Watch history:
1. Stalingrad VHS
2. When Trumpets Fade VHS
3. A Knight's Tale
4. Dawn of the Dead
5. Descent,the Version anglais
6. Knight's Tale
7. Battlestar Galactica(2004): Season 2.0 / Battlestar Galactica (2004): Season 2.5 Value Pack
8. Corazon de Caballero
9. Kick-Ass
10. Despicable Me

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Stalingrad VHS
2. When Trumpets Fade VHS
3. A Knight's Tale
4. Dawn of the Dead
5. Descent,the Version anglais
6. Knight's Tale
7. Battlestar Galactica(2004): Season 2.0 / Battlestar Galactica (2004): Season 2.5 Value Pack
8. Corazon de Caballero
9. Kick-Ass
10. Despicable Me",M,35-44,unemployed,B003L77GVK,Stargate SG-U: Season 2.0
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: customer service

Watch history:
1. Odds Against Tomorrow VHS
2. Impact
3. Lullaby of Broadway VHS
4. Lean on Me
5. Fringe: S3 (DVD)
6. ESPN Films - 30 for 30 - No Mas
7. They Only Kill Their Masters VHS
8. Paradise for Three / Miracles for Sale
9. Love at the Thanksgiving Day Parade
10. Comfort and Joy

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Odds Against Tomorrow VHS
2. Impact
3. Lullaby of Broadway VHS
4. Lean on Me
5. Fringe: S3 (DVD)
6. ESPN Films - 30 for 30 - No Mas
7. They Only Kill Their Masters VHS
8. Paradise for Three / Miracles for Sale
9. Love at the Thanksgiving Day Parade
10. Comfort and Joy",M,18-24,customer service,B00GLPCKX8,Thor: The Dark World (Blu-ray)
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: college/grad student

Watch history:
1. Terminator 3: Rise of the Machines
2. Terminator, The
3. Star Wars, Episode VI: Return of the Jedi
4. Terminator 3: Rise of the Machines
5. Lilo &amp; Stitch
6. Finding Nemo (Mandarin Chinese Edition) [2 DVDs]
7. Dr. Seuss' The Cat In The Hat
8. Mary Poppins (Fully Restored Limited Edition) (Walt Disney's Masterpiece) (Walt Disney Masterpiece Collection)
9. How the Grinch Stole Christmas / Horton Hears a Who
10. Baby Mozart VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Terminator 3: Rise of the Machines
2. Terminator, The
3. Star Wars, Episode VI: Return of the Jedi
4. Terminator 3: Rise of the Machines
5. Lilo &amp; Stitch
6. Finding Nemo (Mandarin Chinese Edition) [2 DVDs]
7. Dr. Seuss' The Cat In The Hat
8. Mary Poppins (Fully Restored Limited Edition) (Walt Disney's Masterpiece) (Walt Disney Masterpiece Collection)
9. How the Grinch Stole Christmas / Horton Hears a Who
10. Baby Mozart VHS",M,45-54,college/grad student,B00003CX8I,X-Men VHS
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Nature: Touching the Wild - Living With Mule Deer
2. The Man Who Would Be King VHS
3. Awakenings/The Fisher King
4. Finding Vivian Maier
5. Words &amp; Pictures
6. Snow Flower and the Secret Fan
7. 300: Rise of an Empire
8. Ken Burns: The Roosevelts
9. Indiana Jones: Raiders of the Lost Ark VHS
10. Indiana Jones and the Last Crusade

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Nature: Touching the Wild - Living With Mule Deer
2. The Man Who Would Be King VHS
3. Awakenings/The Fisher King
4. Finding Vivian Maier
5. Words &amp; Pictures
6. Snow Flower and the Secret Fan
7. 300: Rise of an Empire
8. Ken Burns: The Roosevelts
9. Indiana Jones: Raiders of the Lost Ark VHS
10. Indiana Jones and the Last Crusade",M,25-34,executive/managerial,B0014C2FX8,Indiana Jones and the Last Crusade
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: sales/marketing

Watch history:
1. The Agatha Christie Crime Anthology Collection
2. Lewis - Series 6 [NON-U.S.A. FORMAT: PAL + REGION 2 + U.K. IMPORT] (Complete Sixth Season - Original British Version - Inspector Lewis)
3. Midsomer Murders - Set 22
4. Masterpiece Mystery: Endeavour Series 1
5. Star Trek Into Darkness
6. Gilligan's Island: Season 3
7. Monk: Season Four
8. Psych: The Complete Seventh Season
9. Baby's Day Out VHS
10. Monk: Season Three

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Agatha Christie Crime Anthology Collection
2. Lewis - Series 6 [NON-U.S.A. FORMAT: PAL + REGION 2 + U.K. IMPORT] (Complete Sixth Season - Original British Version - Inspector Lewis)
3. Midsomer Murders - Set 22
4. Masterpiece Mystery: Endeavour Series 1
5. Star Trek Into Darkness
6. Gilligan's Island: Season 3
7. Monk: Season Four
8. Psych: The Complete Seventh Season
9. Baby's Day Out VHS
10. Monk: Season Three",M,45-54,sales/marketing,B004VRL4BM,Primeval: Series 5
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: scientist

Watch history:
1. The Decoy Bride Region 2
2. Blackpool / Viva Blackpool
3. Secret Smile
4. Secret Smile
5. The Escape Artist Set NON-USA FORMAT, PAL, Reg.2 United Kingdom
6. Broadchurch - 3-DVD Set
7. Doctor Who
8. What We Did On Our Holiday UV Copy
9. Broadchurch Series Two
10. Torchwood: The Complete Original UK Series

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Decoy Bride Region 2
2. Blackpool / Viva Blackpool
3. Secret Smile
4. Secret Smile
5. The Escape Artist Set NON-USA FORMAT, PAL, Reg.2 United Kingdom
6. Broadchurch - 3-DVD Set
7. Doctor Who
8. What We Did On Our Holiday UV Copy
9. Broadchurch Series Two
10. Torchwood: The Complete Original UK Series",F,18-24,scientist,B00B5A9FNM,Spies of Warsaw
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: clerical/admin

Watch history:
1. The Hand That Rocks the Cradle VHS
2. American Buffalo VHS
3. Norma Jean &amp; Marilyn VHS
4. After Dark My Sweet VHS
5. Sugartime VHS
6. Teamster Boss
7. The Strange Case of Dr. Jekyll and Mr. Hyde VHS
8. Extreme Prejudice VHS
9. Henry 2: Portrait of a Serial Killer
10. New Centurions VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Hand That Rocks the Cradle VHS
2. American Buffalo VHS
3. Norma Jean &amp; Marilyn VHS
4. After Dark My Sweet VHS
5. Sugartime VHS
6. Teamster Boss
7. The Strange Case of Dr. Jekyll and Mr. Hyde VHS
8. Extreme Prejudice VHS
9. Henry 2: Portrait of a Serial Killer
10. New Centurions VHS",M,25-34,clerical/admin,6303101224,Heaven &amp; Earth VHS
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: programmer

Watch history:
1. Beverly Hills Cop VHS
2. Major League VHS
3. Jack Reacher Combo
4. Identity Thief
5. Snitch
6. The Melody of Oblivion: Monotone
7. Star Trek Into Darkness
8. The West Wing: Season 1
9. Escape Plan
10. The Kingdom

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Beverly Hills Cop VHS
2. Major League VHS
3. Jack Reacher Combo
4. Identity Thief
5. Snitch
6. The Melody of Oblivion: Monotone
7. Star Trek Into Darkness
8. The West Wing: Season 1
9. Escape Plan
10. The Kingdom",M,35-44,programmer,B000Y7WGP6,The Kingdom
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: doctor/health care

Watch history:
1. Tyler Perry's A Madea Christmas - The Play
2. Killer Elite
3. Tyler Perry's The HAVES &amp; The HAVE-NOTS
4. Five Deadly Venoms VHS
5. Lethal Weapon: The Complete Series
6. Five Shaolin Masters
7. Ultraviolet
8. The Marriage Counselor
9. Meet The Browns: Season 1
10. 4 Film Favorites

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Tyler Perry's A Madea Christmas - The Play
2. Killer Elite
3. Tyler Perry's The HAVES &amp; The HAVE-NOTS
4. Five Deadly Venoms VHS
5. Lethal Weapon: The Complete Series
6. Five Shaolin Masters
7. Ultraviolet
8. The Marriage Counselor
9. Meet The Browns: Season 1
10. 4 Film Favorites",M,25-34,doctor/health care,B004MWLXTO,The PJ's: Season 1
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: homemaker

Watch history:
1. Megafault
2. 7 Adventures of Sinbad
3. 2010: Moby Dick
4. Defiled, The: We Are All Meat
5. Dragon Crusaders
6. Born Bad Uncut
7. 2-Headed Shark Attack
8. The Afflicted
9. Operation: Nazi Zombies
10. Nazis at the Center of the Earth

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Megafault
2. 7 Adventures of Sinbad
3. 2010: Moby Dick
4. Defiled, The: We Are All Meat
5. Dragon Crusaders
6. Born Bad Uncut
7. 2-Headed Shark Attack
8. The Afflicted
9. Operation: Nazi Zombies
10. Nazis at the Center of the Earth",M,18-24,homemaker,B007BS38LW,Abraham Lincoln vs Zombies
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: retired

Watch history:
1. The Wind in the Willows: The Complete First Series
2. Psych: The Musical
3. The California Raisins Collection
4. Sherlock Holmes
5. Sherlock Holmes - A Game Of Shadows Edizione: Regno Unito  ITA italien
6. Ice Road Truckers: Season 1
7. The Powerpuff Girls
8. Burn Notice: Season 2
9. Burn Notice: Season 3
10. Burn Notice: Season 5

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Wind in the Willows: The Complete First Series
2. Psych: The Musical
3. The California Raisins Collection
4. Sherlock Holmes
5. Sherlock Holmes - A Game Of Shadows Edizione: Regno Unito  ITA italien
6. Ice Road Truckers: Season 1
7. The Powerpuff Girls
8. Burn Notice: Season 2
9. Burn Notice: Season 3
10. Burn Notice: Season 5",M,35-44,retired,B00EE6C4NW,Red 2
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: homemaker

Watch history:
1. Red
2. Buck
3. Anjaana Anjaani Set Bollywood 2010
4. Cousin Cousine
5. To Be Or Not to Be VHS
6. The Guard
7. The Ides of March anglais
8. Anglais Hugo
9. Wilby Wonderful
10. The Artist (Oscar&reg; et C&eacute;sar 2012 du Meilleur Film et du Meilleur R&eacute;alisateur) - Edition Prestige Blu-ray + DVD + Bande Originale du Film

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Red
2. Buck
3. Anjaana Anjaani Set Bollywood 2010
4. Cousin Cousine
5. To Be Or Not to Be VHS
6. The Guard
7. The Ides of March anglais
8. Anglais Hugo
9. Wilby Wonderful
10. The Artist (Oscar&reg; et C&eacute;sar 2012 du Meilleur Film et du Meilleur R&eacute;alisateur) - Edition Prestige Blu-ray + DVD + Bande Originale du Film",M,18-24,homemaker,B002BWSYJ4,Las Tontas No Van Al Cielo Telenovela 4 DVD
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: sales/marketing

Watch history:
1. Man Who Never Was VHS
2. 633 Squadron VHS
3. The Godfather: Part II
4. The Rockford Files: Season Two
5. Columbo: The Complete Sixth &amp; Seventh Seasons
6. Taking Sides VHS
7. Mission: Impossible - The Complete First TV Season
8. Fall of Eagles
9. Andersonville Trial VHS
10. The Rockford Files: Season Three

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Man Who Never Was VHS
2. 633 Squadron VHS
3. The Godfather: Part II
4. The Rockford Files: Season Two
5. Columbo: The Complete Sixth &amp; Seventh Seasons
6. Taking Sides VHS
7. Mission: Impossible - The Complete First TV Season
8. Fall of Eagles
9. Andersonville Trial VHS
10. The Rockford Files: Season Three",M,45-54,sales/marketing,B000NOIX66,Mission: Impossible - The Second TV Season
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: clerical/admin

Watch history:
1. Mamma Mia! The Movie (Widescreen)
2. The Best of the Power Rangers - The Ultimate Rangers
3. Turbo: Power Rangers VHS
4. Turbo: A Power Rangers Movie
5. Jaws 4:Revenge VHS
6. Green Lantern: First Flight
7. Dumbo VHS
8. Mary Poppins (Fully Restored Limited Edition) (Walt Disney's Masterpiece) (Walt Disney Masterpiece Collection)
9. Batman and Robin: Serial Collection VHS
10. Adventures of Superman: Season 1

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Mamma Mia! The Movie (Widescreen)
2. The Best of the Power Rangers - The Ultimate Rangers
3. Turbo: Power Rangers VHS
4. Turbo: A Power Rangers Movie
5. Jaws 4:Revenge VHS
6. Green Lantern: First Flight
7. Dumbo VHS
8. Mary Poppins (Fully Restored Limited Edition) (Walt Disney's Masterpiece) (Walt Disney Masterpiece Collection)
9. Batman and Robin: Serial Collection VHS
10. Adventures of Superman: Season 1",M,35-44,clerical/admin,B000ICM5VC,James Bond: Volume 4 (Dr. No / You Only Live Twice / Octopussy / Tomorrow Never Dies / Moonraker)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: other

Watch history:
1. Mozart's Sister
2. Like Crazy
3. 13
4. Hereafter
5. Carnage
6. Puss in Boots
7. Midnight in Paris
8. Gomorrah
9. The Help
10. Jane's Journey

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Mozart's Sister
2. Like Crazy
3. 13
4. Hereafter
5. Carnage
6. Puss in Boots
7. Midnight in Paris
8. Gomorrah
9. The Help
10. Jane's Journey",M,35-44,other,B005C9YZMS,Lucky
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: clerical/admin

Watch history:
1. Bhool Bhulaiyaa
2. Bhool Bhulaiyaa
3. Chakde! India
4. Chakde! India
5. Rab Ne Bana Di Jodi
6. The Christmas Wish
7. A Holiday to Remember
8. A Holiday To Remember
9. Swades
10. Home By Christmas

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Bhool Bhulaiyaa
2. Bhool Bhulaiyaa
3. Chakde! India
4. Chakde! India
5. Rab Ne Bana Di Jodi
6. The Christmas Wish
7. A Holiday to Remember
8. A Holiday To Remember
9. Swades
10. Home By Christmas",M,18-24,clerical/admin,B00FK39O22,Chennai Express
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: homemaker

Watch history:
1. Hairspray VHS
2. Caligula VHS
3. Harry Potter and the Goblet of Fire
4. With a Song in My Heart - The Jane Froman Story
5. Mike Seeger: Southern Banjo Styles
6. Iron Lady
7. Dark Shadows Region Free UK
8. Behind the Candelabra
9. Klondike Annie VHS
10. Im No Angel VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Hairspray VHS
2. Caligula VHS
3. Harry Potter and the Goblet of Fire
4. With a Song in My Heart - The Jane Froman Story
5. Mike Seeger: Southern Banjo Styles
6. Iron Lady
7. Dark Shadows Region Free UK
8. Behind the Candelabra
9. Klondike Annie VHS
10. Im No Angel VHS",F,55-64,homemaker,B00018D3YQ,Myra Breckenridge
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: programmer

Watch history:
1. Boston Legal - Season 1-5
2. Flightplan
3. Touched by an Angel: Season 8
4. The Book of Eli
5. Games VHS
6. Alaska: The Last Frontier
7. Escape
8. Captain Phillips Steelbook
9. Dark Shadows: The Complete Original Series
10. Mark 2: Redemption

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Boston Legal - Season 1-5
2. Flightplan
3. Touched by an Angel: Season 8
4. The Book of Eli
5. Games VHS
6. Alaska: The Last Frontier
7. Escape
8. Captain Phillips Steelbook
9. Dark Shadows: The Complete Original Series
10. Mark 2: Redemption",M,45-54,programmer,B00BJ0RGCU,Mud
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: programmer

Watch history:
1. Once Upon a Texas Train
2. Rebel Without A Cause (Special Edition/ 2-Disc/ Version Francaise)
3. Stop With the Kickin VHS
4. Taken
5. In the Loop
6. The Hobbit: The Desolation of Smaug
7. Taken 2
8. Last Vegas
9. Veep: Season 1
10. Saving Mr. Banks

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Once Upon a Texas Train
2. Rebel Without A Cause (Special Edition/ 2-Disc/ Version Francaise)
3. Stop With the Kickin VHS
4. Taken
5. In the Loop
6. The Hobbit: The Desolation of Smaug
7. Taken 2
8. Last Vegas
9. Veep: Season 1
10. Saving Mr. Banks",F,45-54,programmer,B00DHJT4DU,The Monuments Men [DVD]
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: homemaker

Watch history:
1. Nature: Hummingbirds - Magic in the Air
2. Lost Gold of the Dark Ages, The
3. Lost Fleet of Columbus
4. Nova: Ice Age Death Trap
5. Thunderball VHS
6. Nova Science Now: How Smart Are Animals
7. Monty Python and the Holy Grail / Monty Python's Life of Brian
8. Titanic: The Complete Story
9. Brain Games Season 1
10. Dragnet Volume One

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Nature: Hummingbirds - Magic in the Air
2. Lost Gold of the Dark Ages, The
3. Lost Fleet of Columbus
4. Nova: Ice Age Death Trap
5. Thunderball VHS
6. Nova Science Now: How Smart Are Animals
7. Monty Python and the Holy Grail / Monty Python's Life of Brian
8. Titanic: The Complete Story
9. Brain Games Season 1
10. Dragnet Volume One",F,35-44,homemaker,B006WY0VRU,Curiosity With Stephen Hawking
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: college/grad student

Watch history:
1. Push
2. Jennifer&#39;s Body [Blu-ray]
3. Prince of Persia: The Sands of Time 2010 Gemma Arterton
4. Abraham Lincoln: Vampire Hunter
5. Cinderella
6. Coraline by tim burton
7. Interview With the Vampire
8. Handmaid's Tale VHS
9. I Got the Hook Up VHS
10. Blade 2 VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Push
2. Jennifer&#39;s Body [Blu-ray]
3. Prince of Persia: The Sands of Time 2010 Gemma Arterton
4. Abraham Lincoln: Vampire Hunter
5. Cinderella
6. Coraline by tim burton
7. Interview With the Vampire
8. Handmaid's Tale VHS
9. I Got the Hook Up VHS
10. Blade 2 VHS",M,25-34,college/grad student,B00005UQ9W,Thirteen Ghosts
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: college/grad student

Watch history:
1. The Road
2. Rush - Beyond the Lighted Stage
3. Patton Oswalt: My Weakness Is Strong
4. Alien: Quadrilogy (Alien / Aliens / Alien 3 / Alien Resurrection)
5. The Cove
6. The Thomas Crown Affair VHS
7. Outsourced [Region 2]
8. Outsourced [Region 2]
9. The Social Network
10. Family Guy: It's A Trap!

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Road
2. Rush - Beyond the Lighted Stage
3. Patton Oswalt: My Weakness Is Strong
4. Alien: Quadrilogy (Alien / Aliens / Alien 3 / Alien Resurrection)
5. The Cove
6. The Thomas Crown Affair VHS
7. Outsourced [Region 2]
8. Outsourced [Region 2]
9. The Social Network
10. Family Guy: It's A Trap!",M,45-54,college/grad student,B0000066CQ,Capricorn One VHS
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: customer service

Watch history:
1. One Little Indian VHS
2. The Prince and the Pauper (Disney)
3. Peter and The Wolf Walt Disney Mini Classics  VHS
4. Peter and The Wolf Walt Disney Mini Classics  VHS
5. Story of David VHS
6. Billy Graham Presents -  Something to Sing About
7. The Bible - Jeremiah VHS
8. Mysterious Island
9. Greatest Moments in NBA History
10. NBA Street Series, Vol. 5

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. One Little Indian VHS
2. The Prince and the Pauper (Disney)
3. Peter and The Wolf Walt Disney Mini Classics  VHS
4. Peter and The Wolf Walt Disney Mini Classics  VHS
5. Story of David VHS
6. Billy Graham Presents -  Something to Sing About
7. The Bible - Jeremiah VHS
8. Mysterious Island
9. Greatest Moments in NBA History
10. NBA Street Series, Vol. 5",M,35-44,customer service,B000E97HXK,The Ten Commandments
